"id","sessionID","time","type","name","level","result"
"106","1","2015-11-28 02:52:00","exercise","Páros vagy páratlan?","1/3",""
"107","1","2015-11-28 02:52:05","exercise","Páros vagy páratlan?","1/3","WRONG"
"108","1","2015-11-28 02:52:23","exercise","Páros vagy páratlan?","1/3",""
"109","1","2015-11-28 02:52:40","exercise","Páros vagy páratlan?","1/3",""
"110","1","2015-11-28 02:52:44","exercise","Páros vagy páratlan?","1/3","WRONG"
"111","1","2015-11-28 02:53:30","exercise","Páros vagy páratlan?","1/3",""
"112","1","2015-11-28 02:53:35","exercise","Páros vagy páratlan?","1/3","CORRECT"
"113","1","2015-11-28 02:53:42","exercise","Páros vagy páratlan?","1/3","WRONG"
"114","1","2015-11-28 02:53:59","exercise","Páros vagy páratlan?","1/3",""
"115","1","2015-11-28 02:54:05","exercise","Páros vagy páratlan?","1/3","WRONG"
"116","1","2015-11-28 02:54:21","exercise","Páros vagy páratlan?","1/3",""
"117","1","2015-11-28 02:54:46","exercise","Páros vagy páratlan?","1/3",""
"118","1","2015-11-28 02:54:52","exercise","Páros vagy páratlan?","1/3","WRONG"
"119","1","2015-11-28 02:54:55","exercise","Páros vagy páratlan?","1/3",""
"120","1","2015-11-28 02:55:07","exercise","Páros vagy páratlan?","1/3","CORRECT"
"121","1","2015-11-28 02:55:47","exercise","Páros vagy páratlan?","1/3",""
"122","1","2015-11-28 02:56:33","exercise","Páros vagy páratlan?","1/3",""
"123","1","2015-11-28 02:56:44","exercise","Páros vagy páratlan?","1/3",""
"124","1","2015-11-28 02:57:05","exercise","Páros vagy páratlan?","1/3","WRONG"
"125","1","2015-11-28 02:57:17","exercise","Páros vagy páratlan?","1/3",""
"126","1","2015-11-28 02:57:24","exercise","Páros vagy páratlan?","1/3","WRONG"
"127","1","2015-11-28 02:57:27","exercise","Páros vagy páratlan?","1/3",""
"128","1","2015-11-28 02:57:33","exercise","Páros vagy páratlan?","1/3","CORRECT"
"129","1","2015-11-28 03:00:44","exercise","Páros vagy páratlan?","1/3",""
"130","1","2015-11-28 03:00:52","exercise","Páros vagy páratlan?","1/3","CORRECT"
"131","1","2015-11-28 03:01:10","exercise","Páros vagy páratlan?","2/3",""
"132","1","2015-11-28 03:01:21","exercise","Páros vagy páratlan?","2/3","WRONG"
"133","1","2015-11-28 03:03:36","exercise","Páros vagy páratlan?","2/3",""
"134","1","2015-11-28 03:03:49","exercise","Páros vagy páratlan?","2/3","CORRECT"
"135","1","2015-11-28 03:03:51","exercise","Páros vagy páratlan?","3/3",""
"136","1","2015-11-28 03:04:00","exercise","Páros vagy páratlan?","3/3","CORRECT"
"137","1","2015-11-28 03:04:02","exercise","Hány darab páros/páratlan?","1/3",""
"138","1","2015-11-28 03:08:23","exercise","Hány darab páros/páratlan?","1/3","CORRECT"
"139","1","2015-11-28 03:08:57","exercise","Hány darab páros/páratlan?","2/3",""
"140","1","2015-11-28 03:09:02","exercise","Hány darab páros/páratlan?","2/3","CORRECT"
"141","1","2015-11-28 03:09:03","exercise","Hány darab páros/páratlan?","3/3",""
"142","1","2015-11-28 03:09:07","exercise","Hány darab páros/páratlan?","3/3","CORRECT"
"143","1","2015-11-28 03:09:09","exercise","Természetes számok kérdése","1/1",""
"144","1","2015-11-28 03:09:20","exercise","Természetes számok kérdése","1/1","WRONG"
"145","1","2015-11-28 03:13:02","exercise","Természetes számok kérdése","1/1",""
"146","1","2015-11-28 03:13:06","exercise","Természetes számok kérdése","1/1","WRONG"
"147","1","2015-11-28 03:13:47","exercise","Természetes számok kérdése","1/1",""
"148","1","2015-11-28 03:13:53","exercise","Természetes számok kérdése","1/1","CORRECT"
"149","1","2015-11-28 03:13:54","page","Kezdőlap","",""
"150","1","2015-11-28 03:13:57","page","Számolás","",""
"151","1","2015-11-28 03:13:59","exercise","Számoljunk almákat","1/3",""
"152","1","2015-11-28 03:14:06","exercise","Számoljunk almákat","1/3","CORRECT"
"153","1","2015-11-28 03:14:07","exercise","Számoljunk almákat","2/3",""
"154","1","2015-11-28 03:14:12","exercise","Számoljunk almákat","2/3","CORRECT"
"155","1","2015-11-28 03:14:16","exercise","Számoljunk almákat","3/3",""
"156","1","2015-11-28 03:14:21","exercise","Számoljunk almákat","3/3","WRONG"
"157","1","2015-11-28 03:14:37","exercise","Számoljunk almákat","3/3",""
"158","1","2015-11-28 03:14:43","exercise","Számoljunk almákat","3/3","CORRECT"
"159","1","2015-11-28 03:14:46","exercise","Természetes számok kérdése","1/1",""
"160","1","2015-11-28 03:14:52","exercise","Természetes számok kérdése","1/1","WRONG"
"161","1","2015-11-28 03:14:54","exercise","Természetes számok kérdése","1/1",""
"162","1","2015-11-28 03:14:56","exercise","Számoljunk almákat","1/3",""
"163","1","2015-11-28 03:15:19","exercise","Számoljunk almákat","1/3","WRONG"
"164","1","2015-11-28 03:15:50","exercise","Számoljunk almákat","3/3",""
"165","1","2015-11-28 03:15:55","exercise","Számoljunk almákat","3/3","CORRECT"
"166","1","2015-11-28 03:15:58","exercise","Páros számok jelentése","1/1",""
"167","1","2015-11-28 03:16:02","exercise","Számoljunk almákat","3/3",""
"168","1","2015-11-28 03:16:10","exercise","Számoljunk almákat","1/3",""
"169","1","2015-11-28 03:16:15","exercise","Számoljunk almákat","1/3","WRONG"
"170","1","2015-11-28 03:20:23","exercise","Számoljunk almákat","1/3",""
"171","1","2015-11-28 03:20:28","page","Számolás","",""
"172","1","2015-11-28 03:20:31","exercise","Páros számok jelentése","1/1",""
"173","1","2015-11-28 03:20:34","exercise","Páros számok jelentése","1/1","CORRECT"
"174","1","2015-11-28 03:20:36","exercise","Páros vagy páratlan?","1/3",""
"175","1","2015-11-28 03:21:07","exercise","Páros vagy páratlan?","1/3",""
"176","1","2015-11-28 03:22:11","exercise","Páros vagy páratlan?","1/3",""
"177","1","2015-11-28 03:22:38","exercise","Páros vagy páratlan?","1/3",""
"178","1","2015-11-28 03:22:41","exercise","Páros számok jelentése","1/1",""
"179","1","2015-11-28 03:22:57","exercise","Páros számok jelentése","1/1",""
"180","1","2015-11-28 03:23:02","exercise","Páros számok jelentése","1/1","WRONG"
"181","1","2015-11-28 03:23:06","exercise","Páros vagy páratlan?","1/3",""
"182","1","2015-11-28 03:23:16","page","Számolás","",""
